Rank,CompanyName,Workers,PreviousWorker,Website,State,City,Growth,Industry,Metro,MetroCode,ZipCode,Founded
182,Deako,72,21,deako.com,Washington,seattle,"2,136",Consumer Products,Seattle,"Seattle-Tacoma-Bellevue, WA",98105,2015
183,OLIPOP,109,35,drinkolipop.com,California,Oakland,"2,128",Food & Beverage,San Francisco,"San Francisco-Oakland-Berkeley, CA",94611,2018
184,CookUnity,685,57,cookunity.com,New York,Brooklyn,"2,127",Food & Beverage,New York,"New York-Newark-Jersey City, NY-NJ-PA",11206,2016
185,Kwikly Dental Staffing,1670,99,joinkwikly.com,Minnesota,Coon Rapids,"2,124",Health Services,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55433,2016
186,Minerva Marketing,24,5,http://minervamarketing.com,Florida,Fort Lauderdale,"2,110",Advertising & Marketing,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33309,2019
187,TopDog Law,59,5,http://topdoglaw.com,Pennsylvania,MEDIA,"2,078",Legal,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19063,2018
188,GXC,161,12,gxc-inc.com,New York,Huntington,"2,071",Security,New York,"New York-Newark-Jersey City, NY-NJ-PA",11743,2018
189,Kickfin,20,10,http://kickfin.com,Texas,Austin,"2,066",Software,Austin,"Austin-Round Rock-Georgetown, TX",78701,2017
190,Windval Technology Solutions,21,4,windval.com,Illinois,Oak Brook,"2,056",IT Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60523,2019
191,American Farm Company,23,2,americanfarmcompany.com,Iowa,Hospers,"2,040",Retail,,,51238,2019
192,Harness,25,11,http://harnesswealth.com,New York,New York,"2,040",Financial Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",10013,2018
193,Simple Homes,95,8,simplehomes.com,Colorado,Denver,"2,028",Construction,Denver,"Denver-Aurora-Lakewood, CO",80206,2019
194,Dunn Transport,6,1,dunnfreight.com,California,Fresno,"2,021",Logistics & Transportation,,"Fresno, CA",93711,2019
195,Ensemble Performing Arts,857,158,ensembleschools.com,Colorado,Louisville,"2,019",Education,Denver,"Denver-Aurora-Lakewood, CO",80212,2019
196,Recovery.com,53,5,http://recovery.com,Wisconsin,Madison,"2,013",Health Services,Madison,"Madison, WI",53703,2017
197,Tenon Tours,31,15,tenontours.com,Massachusetts,Reading,"2,005",Travel & Hospitality,Boston,"Boston-Cambridge-Newton, MA-NH",1867,2007
198,At-Bay,324,70,http://at-bay.com,California,Mountain View,"2,005",Insurance,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",94041,2016
199,iLoan,51,3,iloanrate.com,Illinois,Chicago,"2,003",Financial Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60622,2019
200,PRS Global,68,8,http://prsglobal.com,Tennessee,White House,"2,002",Health Services,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37188,2018
201,Aditude,19,2,aditude.io,New York,Bronxville,"2,000",Advertising & Marketing,New York,"New York-Newark-Jersey City, NY-NJ-PA",10708,2019
202,Melone Hatley,49,1,melonehatley.com,Virginia,Virignia Beach,"1,998",Legal,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",23452,2014
203,Chunker,7,4,chunker.com,Utah,Draper,"1,986",Business Products & Services,Salt Lake City,"Salt Lake City, UT",84020,2017
204,Intown Golf Club,108,2,intowngolfclub.com,Georgia,Atlanta,"1,962",Travel & Hospitality,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30305,2019
205,Body20,22,3,http://body20.com,Florida,MIAMI,"1,956",Consumer Products,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33131,2017
206,Dlivrd,25,5,dlivrd.io,Pennsylvania,Glenside,"1,946",Food & Beverage,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19038,2018
207,Demons Behind Me,9,3,http://demonsbehindme.com,Florida,Jacksonville,"1,942",Retail,Jacksonville,"Jacksonville, FL",32246,2009
208,Western Veterinary Partners,4070,400,westernvetpartners.com,Colorado,Denver,"1,933",Health Services,Denver,"Denver-Aurora-Lakewood, CO",80206,2019
209,Turtlebox Audio,35,4,turtleboxaudio.com,Texas,Houston,"1,913",Consumer Products,Houston,"Houston-The Woodlands-Sugar Land, TX",77043,2015
210,Fun Express,58,6,funex.com,California,Irvine,"1,900",Human Resources,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92606,1991
211,72SOLD,39,5,72sold.com,Arizona,Scottsdale,"1,895",Real Estate,Phoenix,"Phoenix-Mesa-Chandler, AZ",85258,2018
212,Pinwheel,62,12,http://pinwheel.com,Texas,Austin,"1,890",Consumer Products,Austin,"Austin-Round Rock-Georgetown, TX",78733,2019
213,HVN Travel Group,25,11,stayhvn.com,Florida,St. Petersburg,"1,888",Travel & Hospitality,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33701,2018
214,The DPS,27,2,thedps.co,California,Irvine,"1,882",Manufacturing,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92618,2017
215,Precision Weld Testing & Training/Precision Inspection Services,91,9,precisionwtt.com,Louisiana,Geismar,"1,872",Energy,Baton Rouge,"Baton Rouge, LA",70734,2017
216,BaseMonkeys,4,1,basemonkeys.com,North Carolina,Raleigh,"1,867",Advertising & Marketing,Raleigh,"Raleigh-Cary, NC",27614,2018
217,Relentless Digital,24,1,http://relentless-digital.com,Arizona,Queen Creek,"1,866",Advertising & Marketing,Phoenix,"Phoenix-Mesa-Chandler, AZ",85142,2019
218,adtechnacity,61,17,http://adtechnacity.com,Georgia,Atlanta,"1,829",Advertising & Marketing,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30305,2016
219,Verde Clean,375,15,verdeclean.com,Arizona,Phoenix,"1,829",Business Products & Services,Phoenix,"Phoenix-Mesa-Chandler, AZ",85029,2019
220,TRNXN,4,3,http://trnxn.com,California,Newport Beach,"1,827",Financial Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92663,2019
221,Rugged Fence,8,2,http://ruggedfence.com,Virginia,Round Hill,"1,825",Construction,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20141,2015
222,CrossMed Healthcare Staffing Solutions,87,10,http://crossmedhealth.com,Nebraska,Omaha,"1,824",Human Resources,Omaha,"Omaha-Council Bluffs, NE-IA",68118,2019
223,Payabli,39,3,http://payabli.com,Florida,Miami,"1,822",Financial Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33145,2019
224,Anchored Tiny Homes,84,31,anchoredtinyhomes.com,California,Fair Oaks,"1,821",Construction,Sacramento,"Sacramento-Roseville-Folsom, CA",95628,2019
225,City Mobile Group,85,20,citymobilegroup.com,New Mexico,Albuquerque,"1,808",Health Services,,"Albuquerque, NM",87106,2019
226,Mosaic,31,7,http://mosaicapp.com,New York,New York,"1,807",Software,New York,"New York-Newark-Jersey City, NY-NJ-PA",10018,2018
227,Trust Roofing,60,8,trustroofing.com,Florida,Largo,"1,802",Construction,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33771,2019
228,BeaconFire Staffing Solutions,167,48,beaconfireinc.com,New Jersey,East Windsor,"1,799",IT Services,Trenton,"Trenton-Princeton, NJ",8520,2019
229,PMR Roofing,24,3,pmrroofing.com,Texas,Arlington,"1,797",Construction,Dallas,"Dallas-Fort Worth-Arlington, TX",76012,2017
230,Instreamatic,24,10,instreamatic.com,Florida,Boca Raton,"1,778",Advertising & Marketing,San Francisco,"San Francisco-Oakland-Berkeley, CA",94597,2015
231,VivaQuant,62,8,rhythmexpressecg.com,Minnesota,Arden Hills,"1,770",Health Products,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",55112,2018
232,Bespoke Technologies,73,3,bespoketechinc.com,Virginia,Aldie,"1,765",Business Products & Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20105,2017
233,ANS Geo,111,25,ansgeo.com,New Jersey,South Plainfield,"1,748",Engineering,New York,"New York-Newark-Jersey City, NY-NJ-PA",7080,2004
234,Anavate Partners,51,5,anavatepartners.com,Arizona,Scottsdale,"1,746",IT Services,Phoenix,"Phoenix-Mesa-Chandler, AZ",85257,2019
235,NationsBenefits,1833,311,nationsbenefits.com,Florida,Plantation,"1,741",Health Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33322,2015
236,Arine,139,16,http://arine.io,California,San Francisco,"1,728",Artificial Intelligence,San Francisco,"San Francisco-Oakland-Berkeley, CA",94105,2017
237,Discovery House Homes,9,3,discoveryhousehomes.com,Georgia,Hiawassee,"1,726",Construction,,,30546,2019
238,Songfinch,53,5,songfinch.com,Illinois,Chicago,"1,723",Consumer Products,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60642,2016
239,FREEZ Construction,130,24,freezconstruction.com,Texas,Frisco,"1,718",Construction,Dallas,"Dallas-Fort Worth-Arlington, TX",75036,2019
240,BarTrack,47,12,bartrack.beer,Virginia,Ashburn,"1,704",Food & Beverage,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20147,2018
241,Incline Insurance Group,69,27,inclinepc.com,Texas,Austin,"1,700",Insurance,Austin,"Austin-Round Rock-Georgetown, TX",78738,2015
242,BayNova,18,6,baynova.com,California,Newark,"1,697",IT Services,San Francisco,"San Francisco-Oakland-Berkeley, CA",94560,2015
243,CaskX,14,4,caskx.com,California,Beverly Hills,"1,691",Financial Services,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",90212,2019
244,T&K Electric Company,22,3,tnkelectric.com,Arizona,Mesa,"1,679",Construction,Phoenix,"Phoenix-Mesa-Chandler, AZ",85206,2018
245,Piedmont Global Language Solutions,180,15,pgls.com,Virginia,Arlington,"1,667",Business Products & Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22201,2013
246,ThinkTek,65,4,thinktekllc.com,Virginia,Fairfax,"1,656",Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22030,2015
247,THIRSTYSPROUT,30,5,thirstysprout.com,Washington,Seattle,"1,655",Software,Seattle,"Seattle-Tacoma-Bellevue, WA",98101,2017
248,LawnValue,8,3,lawnvalue.com,Tennessee,Franklin,"1,653",Construction,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37067,2019
249,KSA Technology Partners,25,1,ksatechpartners.com,California,Coronado,"1,642",Human Resources,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92118,2019
250,Fromley,8,3,http://fromley.com,Idaho,Boise,"1,632",Real Estate,Boise City,"Boise City, ID",83706,2017
251,4 Pillar Funding,20,3,4pillarfunding.com,New York,Saratoga Springs,"1,620",Financial Services,Albany,"Albany-Schenectady-Troy, NY",12866,2019
252,FreightPOP,29,13,http://freightpop.com,California,Lake Forest,"1,618",Software,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",92630,2015
253,SyncMatters,35,5,syncmatters.com,Texas,Austin,"1,614",Software,Austin,"Austin-Round Rock-Georgetown, TX",78746,2019
254,Fundible,30,1,http://fundible.com,New York,Great Neck,"1,611",Financial Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",11021,2017
255,Jetset World Travel,14,6,jetsetworldtravel.com,Georgia,Atlanta,"1,609",Travel & Hospitality,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30305,2014
256,Dossier,25,3,dossier.co,New York,New York,"1,604",Consumer Products,New York,"New York-Newark-Jersey City, NY-NJ-PA",10007,2018
257,Aura Bora,16,1,aurabora.com,California,San Francisco,"1,602",Food & Beverage,San Francisco,"San Francisco-Oakland-Berkeley, CA",94107,2019
258,Hilton Global Associates,33,3,http://hiltonglobalassociates.com,Florida,NAPLES,"1,600",Business Products & Services,"Naples, FL","Naples-Marco Island, FL",34102,2019
259,Biller Genie,38,16,billergenie.com,Florida,"Orlando, FL","1,595",Business Products & Services,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",32819,2019
260,Medovent Solutions,370,70,http://medoventsolutions.com,Florida,St. Petersburg,"1,594",Health Services,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33702,2019
261,Veltrust,31,19,veltrust.com,District of Columbia,Washington,"1,594",Business Products & Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20005,2015
262,Cloud Bridge Solutions,40,8,clodubridgeusa.com,Massachusetts,Marlborough,"1,593",IT Services,Boston,"Boston-Cambridge-Newton, MA-NH",1752,2019
263,Sockrates Custom,10,1,http://sockratescustom.com,Florida,Boca Raton,"1,592",Manufacturing,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33432,2016
264,TAP Innovations,9,2,tapinnov.com,Texas,Irving,"1,577",IT Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75063,2017
265,Golden Bear Recycling,21,5,goldenbearrecycling.com,Maryland,Middletown,"1,577",Business Products & Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",21769,2019
266,Prestige Worldwide Logistics,4,4,shippwl.com,Michigan,Utica,"1,575",Logistics & Transportation,Detroit,"Detroit-Warren-Dearborn, MI",48317,2011
267,Nucleus Security,69,9,nucleussec.com,Florida,Sarasota,"1,562",Software,Sarasota,"North Port-Sarasota-Bradenton, FL",34240,2018
268,Rise8,67,12,rise8.us,Florida,Tampa,"1,562",Software,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33602,2019
269,LaunchTech,38,7,welaunchtech.com,Alabama,Huntsville,"1,552",IT Services,Huntsville,"Huntsville, AL",35806,2016
270,Daily Crunch,5,2,dailycrunchsnacks.com,Tennessee,Nashville,"1,547",Food & Beverage,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",37205,2019
271,Reliant Coffee,31,5,http://reliantcoffee.com,Florida,Davie,"1,546",Food & Beverage,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33314,2019
272,Wellness Clinic Marketing,23,4,wellnessclinicmarketing.com,Florida,Cutler Bay,"1,544",Advertising & Marketing,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33157,2019
273,Atwix,5,2,atwix.com,Illinois,Chicago,"1,539",IT Services,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60654,2006
274,P.S.,5,3,http://psgoodtimes.com,California,Chino Hills,"1,537",Consumer Products,Inland Empire,"Riverside-San Bernardino-Ontario, CA",91709,2018
275,Winnie,21,15,winnie.com,California,San Mateo,"1,535",Consumer Services,San Francisco,"San Francisco-Oakland-Berkeley, CA",94401,2016
276,BODYBAR Pilates,13,4,http://bodybarpilates.com,Texas,fort worth,"1,532",Health Services,Dallas,"Dallas-Fort Worth-Arlington, TX",76107,2014
277,REA.co,149,8,http://rea.co,California,San Diego,"1,522",Business Products & Services,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92101,2018
278,Royal Logistics & Transportation,13,2,royallgxtransport.com,Michigan,Grand Rapids,"1,522",Logistics & Transportation,Grand Rapids,"Grand Rapids-Kentwood, MI",49514,2019
279,Ultra Cryo & Recovery,27,7,ultracryorecovery.com,Florida,Auburndale,"1,517",Health Services,Lakeland,"Lakeland-Winter Haven, FL",33823,2019
280,Blankfactor,450,30,blankfactor.com,Florida,Miami,"1,516",Software,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33127,2018
281,Studs,199,8,studs.com,New York,New York,"1,512",Retail,New York,"New York-Newark-Jersey City, NY-NJ-PA",10012,2019
282,3C Industries,48,9,3cindustries.com,Ohio,urbana,"1,511",Construction,,,43078,2009
283,Totem,50,2,totemconsultingdc.com,District of Columbia,Washington,"1,509",Business Products & Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20009,2018
284,Adcomm MDU,68,7,http://adcomm-mdu.com,Florida,Navarre,"1,497",Telecommunications,Pensacola,"Pensacola-Ferry Pass-Brent, FL",32566,2019
285,Charter Research,119,10,http://charterresearch.com,Florida,Orlando,"1,496",Health Services,Orlando,"Orlando-Kissimmee-Sanford, FL",32803,2018
286,Authors On Mission,80,7,http://authorsonmission.com,New York,New York,"1,496",Advertising & Marketing,New York,"New York-Newark-Jersey City, NY-NJ-PA",10013,2014
287,24HourNurse Staffing,250,80,24hournurse.com,Texas,Pittsburg,"1,492",Human Resources,,,75686,2017
288,Andworx,43,6,andworx.com,Virginia,Falls Church,"1,490",Software,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22046,2018
289,Connsci,42,4,connsci.com,Maryland,Gaithersburg,"1,483",Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20878,2017
290,Valoroo,5,1,valoroo.com,California,San Diego,"1,480",Logistics & Transportation,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92126,2019
291,DIGITALZONE,511,58,digitalzone.com,New York,New York,"1,473",Advertising & Marketing,New York,"New York-Newark-Jersey City, NY-NJ-PA",10001,2013
292,Launch Fulfillment,59,7,launchfulfillment.com,Utah,vineyard,"1,465",Logistics & Transportation,Provo,"Provo-Orem, UT",84059,2019
293,PWG Network Solutions,148,54,pwgns.com,Maryland,ROCKVILLE,"1,444",Telecommunications,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20852,2012
294,Aalis Management Consulting,20,4,http://aalismc.com,Virginia,Woodbridge,"1,439",Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",22193,2017
295,evolv Consulting,160,30,evolvconsulting.com,Texas,Dallas,"1,435",Business Products & Services,Dallas,"Dallas-Fort Worth-Arlington, TX",75248,2018
296,EdSights,40,1,http://edsights.io,New York,Brooklyn,"1,431",Education,New York,"New York-Newark-Jersey City, NY-NJ-PA",11238,2018
297,Strike Tax Advisory,12,3,http://striketax.com,Idaho,Boise,"1,427",Financial Services,Boise City,"Boise City, ID",83702,2019
298,Continuum Health IT,72,24,continuumhit.com,Florida,Ponte Vedra Beach,"1,427",Health Services,Jacksonville,"Jacksonville, FL",32082,2018
299,Five Star Parks & Attractions,1823,110,fivestarparks.com,North Carolina,Charlotte,"1,408",Travel & Hospitality,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",28277,2019
300,Health Advocates Network,909,173,hanstaff.com,Florida,Boca Raton,"1,408",Human Resources,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",33431,2000
301,8bitcreative,8,1,detailersroadmap.com,Wisconsin,Ocononowoc,"1,407",Advertising & Marketing,Milwaukee,"Milwaukee-Waukesha, WI",53066,2019
302,Gymreapers,45,7,gymreapers.com,Idaho,Nampa,"1,407",Retail,Boise City,"Boise City, ID",83687,2014
303,Byzfunder,43,16,http://byzfunder.com,New York,New York,"1,404",Financial Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",10018,2018
304,Spire,25,9,http://spirehc.com,Georgia,Atlanta,"1,402",Human Resources,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30350,2013
305,Netsurit,96,30,netsurit.com/en-us,New York,New York,"1,390",IT Services,New York,"New York-Newark-Jersey City, NY-NJ-PA",10001,1996
306,Lawnline Marketing,25,10,lawnline.marketing,Florida,Tampa,"1,382",Advertising & Marketing,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33619,2016
307,Slate Craft Goods,45,6,slatemilk.com,Massachusetts,Westwood,"1,373",Food & Beverage,Boston,"Boston-Cambridge-Newton, MA-NH",2090,2018
308,Valor Capital,31,12,http://valorc.com,Florida,Clearwater,"1,372",Real Estate,Tampa,"Tampa-St. Petersburg-Clearwater, FL",33755,2012
309,1440,15,5,join1440.com,Illinois,Chicago,"1,365",Media,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",60654,2017
310,Codingscape,62,5,codingscape.com,Nevada,LAS VEGAS,"1,363",Software,Las Vegas,"Las Vegas-Henderson-Paradise, NV",89117,2018
311,Virtual Latinos,102,47,http://virtuallatinos.com,California,San Diego,"1,362",Human Resources,San Diego,"San Diego-Chula Vista-Carlsbad, CA",92121,2015
312,Discover Destinations,14,7,discover-destinations.com,Georgia,Duluth,"1,361",Travel & Hospitality,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",30096,2010
313,BONbLOC,300,20,bonbloc.com,New Jersey,EDISON,"1,359",Software,New York,"New York-Newark-Jersey City, NY-NJ-PA",8817,2018
314,Leap Academy,16,2,leapacademy.com,California,Los Altos,"1,354",Education,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",94024,2019
315,Divelement Web Services,57,6,divelement.io,Texas,Austin,"1,352",Software,Austin,"Austin-Round Rock-Georgetown, TX",78701,2019
316,Wedmont Private Capital,7,2,wedmont.com,Pennsylvania,West Chester,"1,350",Financial Services,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19382,2019
317,Goldco,172,82,goldco.com,California,Calabasas,"1,349",Retail,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",91302,2011
318,Windsor Group,150,22,windsorgroup-llc.com,Maryland,Bethesda,"1,349",Government Services,"Washington, DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",20817,2017
319,UserGems,60,6,usergems.com,California,San Francisco,"1,344",Software,San Francisco,"San Francisco-Oakland-Berkeley, CA",94115,2019
